Species_Abv,Common Species Name,Species ,ACQ #,Source,Date Admitted,Date Released,Details of rescue,Disposition,Diagnosis,Survive 
RTHA,,,297-95-081,LARIMER,11/14/1995,1/16/1996,GUNSHOT,RELEASED,,
SSHA,,,298-95-082,SCDNR,11/15/1995,11/19/1995,COLLISION,DIED,,
EASO,,,299-95-083,CANNON,11/16/1995,11/18/1995,TRAPPED/ENTANGLED,DIED,,
EASO,,,300-95-084,HBC,11/16/1995,11/17/1995,COLLISION,DIED,,
RTHA,,,301-95-085,KIAWAH,11/17/1995,1/16/1996,UNKNOWN,RELEASED,,
RTHA,,,302-95-086,DRAYTON HALL,11/18/1995,11/20/1995,UNKNOWN,DIED,,
OSPR,,,303-95-087,MIDGLEY,11/21/1995,11/21/1995,GUNSHOT,EUTHANIZED,,
COHA,,,304-95-088,WINGFIELD,11/21/1995,4/16/1996,COLLISION,EUTHANIZED,,
GHOW,,,305-95-089,SWEATS,11/29/1995,12/5/1995,HBC,EUTHANIZED,,
EASO,,,306-95-090,SIMMS,12/5/1995,12/6/1995,HBC,DIED,,
SEOW,,,307-95-091,COKER,12/5/1995,12/6/1995,EMACIATION,DIED,,
COHA,,,308-95-092,HIGGINS,12/6/1995,12/8/1995,S COLLISION,DIED,,
BDOW,,,309-95-093,CARSON,12/7/1995,1/11/1997,S HBC,EUTHANIZED,,
BAEA,,,310-95-094,SCDNR,12/8/1995,,GUNSHOT,TRANSFERRED OUT,,
BDOW,,,311-95-095,SCDNR,12/9/1995,12/11/1995,S HBC,DIED,,
BDOW,,,312-95-096,LASERNA,12/13/1995,12/15/1995,S HBC,DIED,,
BDOW,,,313-95-097,ANDERSON,12/14/1995,12/14/1995,S HBC,EUTHANIZED,,
RTHA,,,314-95-098,JEFFERS,12/16/1995,12/18/1995,S COLLISION,DIED,,
RTHA,,,315-95-099,NCAH,12/20/1995,12/23/1995,EMACIATION,DIED,,
EASO,,,316-95-100,AHVEC,12/24/1995,12/26/1995,HBC,DIED,,
RTHA,,,317-95-101,SMITH,12/27/1995,1/3/1996,UNKNOWN,EUTHANIZED,,
EASO,,,318-95-102,CULLUM,12/27/1995,12/29/1995,HBC,DIED,,
RTHA,,,319-95-103,NEIDEIGH,12/27/1995,3/16/1996,EMACIATION,RELEASED,,
EASO,,,320-95-104,TREMMEL,12/28/1995,12/29/1995,S COLLISION,DIED,,
BDOW,,,321-95-105,ANDERSON,12/30/1995,12/30/1995,HBC,EUTHANIZED,,
BAEA,,,322-95-106,SCDNR,12/31/1995,1/16/1996,S COLLISION,RELEASED,,
BDOW,,,323-96-001,MURDAUGH,1/1/1996,1/2/1996,HBC,DIED,,
EASO,,,324-96-002,VET-NAEC,1/1/1996,1/3/1996,S HBC,DIED,,
EASO,,,325-96-003,SCDNR - T.MURPH,1/3/1996,1/5/1996,S HBC,DIED,,
BDOW,,,326-96-004,SCDNR - T.MURPH,1/3/1996,1/4/1996,S HBC,DIED,,
EASO,,,327-96-005,,1/4/1996,1/5/1996,HBC,DIED,,
BDOW,,,328-96-006,SCDNR - CAMLIN,1/16/1996,8/25/1996,S HBC,RELEASED,,
EASO,,,329-96-007,NWS - JOSIGER,1/17/1996,5/18/1996,S COLLISION,RELEASED,,
BDOW,,,330-96-008,SHARP,1/17/1996,2/27/1996,HBC,EUTHANIZED,,
RTHA,,,331-96-009,FERNANDEZ,1/18/1996,3/16/1996,UNKNOWN,RELEASED,,
BDOW,,,332-96-010,SANFORD,1/22/1996,1/25/1996,S HBC,EUTHANIZED,,
RTHA,,,333-96-011,WOLFE,1/23/1996,4/16/1996,S HBC,RELEASED,,
RSHA,,,334-96-012,SCDNR - MASSENB,1/24/1996,12/10/2000,UNKNOWN,NR/EUTHANIZED,,
RTHA,,,335-96-013,MIDDLETON INN,1/27/1996,2/2/1996,S COLLISION,DIED,,
RTHA,,,336-96-014,HOOD,1/30/1996,2/9/1996,S TOXICITY,RELEASED,,
EASO,,,337-96-015,JOSIGER - NWS,1/31/1996,2/25/1996,HBC,RELEASED,,
RTHA,,,338-96-016,DAVISON,2/2/1996,9/10/1996,GUNSHOT,RELEASED,,
EASO,,,339-96-017,SMITH,2/2/1996,5/18/1996,S HBC,RELEASED,,
COHA,,,340-96-018,BRUNSON,2/3/1996,2/5/1996,TRAPPED/ENTANGLED,RELEASED,,
RTHA,,,341-96-019,SCDNR - STACKHO,2/3/1996,3/8/1996,HBC,RELEASED,,
RSHA,,,342-96-020,WHITSELL,2/6/1996,2/6/1996,UNKNOWN,EUTHANIZED,,
RTHA,,,343-96-021,DUPRE,2/9/1996,2/10/1996,EMACIATION,DIED,,
RSHA,,,344-96-022,CARTER,2/10/1996,2/25/1996,S HBC,RELEASED,,
EASO,,,345-96-023,NWS - LOA,2/11/1996,4/5/1996,S HBC,RELEASED,,
GHOW,,,346-96-024,PFAFF,2/12/1996,3/22/1996,ORPHANED,DIED,,
RTHA,,,347-96-025,PFAFF,2/13/1996,2/17/1996,EMACIATION,DIED,,
SSHA,,,348-96-026,LAMMONDS,2/15/1996,2/18/1996,S COLLISION,DIED,TRAUMA - OU,
RTHA,,,349-96-027,SEA ISLAND VET,2/16/1996,2/25/1996,EMACIATION,DIED,,
AMKE,,,350-96-028,RUSS,2/17/1996,2/18/1996,HBC,EUTHANIZED,,
EASO,,,351-96-029,SCDNR - C.HOPE,2/18/1996,3/2/1996,S HBC,EUTHANIZED,,
RTHA,,,352-96-030,BERNARD,2/18/1996,4/15/1996,S COLLISION,RELEASED,,
AMKE,,,353-96-031,SCDNR - T.MURPH,2/19/1996,,S COLLISION,NR/DIED,,
BDOW,,,354-96-032,SCDNR - T.MURPH,2/19/1996,8/25/1996,S COLLISION,RELEASED,,
RTHA,,,355-96-033,VET-SEASHOLE,2/21/1996,3/17/1997,UNKNOWN,EUTHANIZED,,
GHOW,,,356-96-034,BRADHAUR,2/27/1996,3/13/1996,UNKNOWN,RELEASED,,
BDOW,,,357-96-035,SCDNR-SPINKS,2/27/1996,3/22/1997,COLLISION,EUTHANIZED,,
RTHA,,,358-96-036,SPCA-HAWKINS,2/27/1996,5/2/1996,PROJECTILE,RELEASED,,
BDOW,,,359-96-037,SCDNR-SPINKS,3/1/1996,3/2/1996,S COLLISION,EUTHANIZED,"FX - FEMUR-HUMERUS, L",
GHOW,,,360-96-038,AHVEC,3/3/1996,4/12/1996,ORPHANED,RELEASED,,
GHOW,,,361-96-039,AHVEC,3/5/1996,4/12/1996,ORPHANED,RELEASED,,
OSPR,,,362-96-040,LADY'S IS. AH,3/8/1996,3/20/1996,COLLISION,RELEASED,,
GHOW,,,363-96-041,MARTIN,3/10/1996,7/14/1996,ORPHANED,RELEASED,,
MERL,,,364-96-042,REYNOLDS,3/16/1996,11/1/1999,S HBC,NR/EUTHANIZED,,
GHOW,,,365-96-043,PFAFF,3/21/1996,7/4/1996,ORPHANED,RELEASED,,
GHOW,,,366-96-044,SCDNR-T.MURPHY,3/22/1996,4/12/1996,ORPHANED,RELEASED,,
GHOW,,,367-96-045,COUCH,3/23/1996,5/26/1996,TRAPPED/ENTANGLED,RELEASED,,
BAEA,,,368-96-046,PUSSER,3/25/1996,4/27/1996,ORPHANED,RELEASED,,
BDOW,,,369-96-047,MIXON/SCDNR,3/29/1996,7/24/1996,HBC,RELEASED,,
TUVU,,,370-96-048,NELSON,4/1/1996,4/17/1996,HBC,RELEASED,,
BDOW,,,371-96-049,PFAFF,4/1/1996,6/22/1996,S HBC,RELEASED,"FX - FOOT, L",
RSHA,,,372-96-050,MAYNARD  SCDNR,4/3/1996,1/30/1998,S HBC,NR/EUTHANIZED,,
BDOW,,,373-96-051,VET-HENTGES,4/9/1996,8/25/1996,ORPHANED,RELEASED,,
BDOW,,,374-96-052,VIGOTTI,4/15/1996,4/16/1996,HBC,EUTHANIZED,,
BDOW,,,375-96-053,WATSON,4/15/1996,8/20/1996,ORPHANED,RELEASED,,
AMKE,,,376-96-054,SPINKS,4/17/1996,5/19/1996,S COLLISION,RELEASED,,
BLVU,,,377-96-055,LOCKWOOD,4/18/1996,4/19/1996,GUNSHOT,EUTHANIZED,,
EASO,,,378-96-056,JONES,4/23/1996,7/1/1996,ORPHANED,RELEASED,,
EASO,,,379-96-057,MAYO,4/28/1996,7/1/1996,ORPHANED,RELEASED,,
BDOW,,,380-96-058,SMITH,4/29/1996,8/20/1996,ORPHANED,RELEASED,,
EASO,,,381-96-059,VET-GUILLEAUX,4/30/1996,7/1/1996,ORPHANED,RELEASED,,
GHOW,,,382-96-060,WOODS,5/1/1996,6/15/1996,TRANSFER IN,RELEASED,,
RTHA,,,383-96-061,WOODS,5/1/1996,6/11/1998,TRANSFER IN,EUTHANIZED,,
EASO,,,384-96-062,ROBERTS,5/3/1996,7/3/1996,S COLLISION,RELEASED,,
GHOW,,,385-96-063,SCDNR,5/3/1996,5/3/1996,S ELECTRIC SHOCK,EUTHANIZED,,
OSPR,,,386-96-064,WILLIAMS,5/3/1996,10/11/1997,SPP CONFLICT,RELEASED,,
RTHA,,,387-96-065,SCDNR-T.MURPHY,5/7/1996,8/10/1996,TRANSFER IN/ORPHANED,RELEASED,,
BDOW,,,388-96-066,MURPHY(SCDNR),5/7/1996,5/25/1996,TRANSFER IN,EUTHANIZED,,
TUVU,,,389-96-067,SPCA-HAWKINS,5/7/1996,,ORPHANED,TRANSFERRED,,
TUVU,,,390-96-068,SPCA-HAWKINS,5/7/1996,10/15/1996,ORPHANED,RELEASED,,
GHOW,,,391-96-069,BROOKGREEN,5/8/1996,7/14/1996,TRANSFER IN,RELEASED,,
BDOW,,,392-96-070,BROOKGREEN,5/8/1996,9/15/1996,TRANSFER IN,RELEASED,,
EASO,,,393-96-071,CONTO,5/10/1996,7/3/1996,ORPHANED,RELEASED,,
EASO,,,394-96-072,JONES,5/14/1996,7/3/1996,ORPHANED,RELEASED,,
EASO,,,395-96-073,JAMES,5/14/1996,7/1/1996,ORPHANED,RELEASED,,
GHOW,,,396-96-074,ALFIERI,5/15/1996,7/4/1996,ORPHANED/EMACIATION,RELEASED,,
EASO,,,397-96-075,DUNLAP,5/16/1996,5/16/1996,ORPHANED/EMACIATION,DIED,EMACIATED,
EASO,,,398-96-076,DUNLAP,5/16/1996,5/17/1996,ORPHANED/EMACIATION,DIED,EMACIATED,
EASO,,,399-96-077,AHVEC,5/17/1996,6/11/1996,HBC,DIED,,
EASO,,,400-96-078,KIRVIN,5/20/1996,7/7/1996,ORPHANED,RELEASED,,
RSHA,,,401-96-079,BURNETT,5/21/1996,8/17/1996,ORPHANED/EMACIATION,EUTHANIZED,,
COHA,,,402-96-080,McCLARY,5/23/1996,7/8/1996,ORPHANED,RELEASED,,
COHA,,,403-96-081,McCLARY,5/23/1996,7/8/1996,ORPHANED,RELEASED,,
EASO,,,404-96-082,ACHENBURG,5/24/1996,5/27/1996,ORPHANED,DIED,,
GHOW,,,405-96-083,SCDNR-SCHLAEFER,5/24/1996,4/14/1998,COLLISION,EUTHANIZED,,
RTHA,,,406-96-084,PARKER,5/24/1996,12/8/1996,ORPHANED,RELEASED,,
EASO,,,407-96-085,,5/25/1996,7/7/1996,ORPHANED,RELEASED,,
EASO,,,408-96-086,,5/27/1996,7/1/1996,ORPHANED,RELEASED,,
BNOW,,,409-96-087,LARIMER,5/28/1996,9/23/1996,ORPHANED,RELEASED,,
OSPR,,,410-96-088,BISHOP  SCDNR,6/3/1996,6/4/1996,S COLLISION,DIED,,
BNOW,,,411-96-089,,6/3/1996,9/23/1996,UNKNOWN,RELEASED,,
EASO,,,412-96-090,V.BROWN (DVM),6/3/1996,1/4/1997,S COLLISION,RELEASED,,
EASO,,,413-96-091,AHVEC,6/9/1996,6/30/1996,S HBC,DIED,,
OSPR,,,414-96-092,ALFIERI,6/11/1996,6/30/1996,ORPHANED,RELEASED,,
EASO,,,415-96-093,CROSBY,6/15/1996,12/16/1996,ORPHANED,RELEASED,,
OSPR,,,416-96-094,TRIPP,6/15/1996,6/30/1996,ORPHANED,RELEASED,,
OSPR,,,417-96-095,AHVEC,6/16/1996,9/15/1996,ORPHANED,EUTHANIZED,,
RSHA,,,418-96-096,BURRINGTON,6/17/1996,9/18/1996,ORPHANED,RELEASED,,
BAEA,,,419-96-097,COKER (SCDNR),6/20/1996,7/26/1996,UNKNOWN,RELEASED,,
AMKE,,,420-96-098,ALFIERI,6/22/1996,7/31/1996,ORPHANED,RELEASED,,
AMKE,,,421-96-099,ALFIERI,6/22/1996,9/27/1996,ORPHANED,RELEASED,,
OSPR,,,422-96-100,ROGERS,6/30/1996,1/14/1997,UNKNOWN,RELEASED,,
BDOW,,,423-96-101,B. SMITH,7/1/1996,7/3/1996,COLLISION,DIED,,
EASO,,,424-96-102,ANDERSON,7/1/1996,12/24/1996,HBC,EUTHANIZED,"FX - RADIUS-ULNA, L/TRAUMA - NEUROLOGICAL",
GHOW,,,425-96-103,WOOD,7/7/1996,5/11/1997,TRANSFER IN,TRANSFERRED OUT,,
BDOW,,,426-96-104,WOOD,7/7/1996,7/7/1997,TRANSFER IN,EUTHANIZED,,
RTHA,,,427-96-105,WOOD,7/7/1996,8/10/1996,TRANSFER IN,RELEASED,,
RTHA,,,428-96-106,WOOD,7/7/1996,7/13/1997,TRANSFER IN,TRANSFERRED OUT,,
BDOW,,,429-96-107,WOOD,7/7/1996,2/26/1997,TRANSFER IN,RELEASED,,
RTHA,,,430-96-108,"GUILLEAUX, DVM",7/13/1996,7/19/1996,UNKNOWN,RELEASED,,
RTHA,,,431-96-109,HILL,7/13/1996,8/25/1996,UNKNOWN,RELEASED,,
OSPR,,,432-96-110,GARDNER,7/16/1996,7/16/1996,COLLISION,DIED,,
BDOW,,,433-96-111,RUDDY,7/19/1996,12/16/1996,COLLISION,RELEASED,,
BDOW,,,434-96-112,BROUGHTON,7/23/1996,7/23/1996,UNKNOWN,EUTHANIZED,,
EASO,,,435-96-113,LIVINGSTON,7/23/1996,7/25/1996,HBC,DIED,,
RSHA,,,436-96-114,TREML,7/23/1996,9/18/1996,UNKNOWN,RELEASED,,
OSPR,,,437-96-115,FREEMAN,7/25/1996,7/26/1996,EMACIATION,DIED,,
OSPR,,,438-96-116,CRAWFORD,8/10/1996,9/8/1996,COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, L",
BDOW,,,439-96-117,DODD-DNR,8/12/1996,12/15/1996,COLLISION,RELEASED,,
RTHA,,,440-96-118,EDWARDS,8/15/1996,1/11/1997,TRANSFER IN,EUTHANIZED,,
RTHA,,,441-96-119,COASTAL VC,8/16/1996,9/2/1997,TRANSFER IN,RELEASED,,
OSPR,,,442-96-120,ARK VC,8/16/1996,8/17/1996,TRAPPED/ENTANGLED,RELEASED,,
RTHA,,,443-96-121,DORDICK,8/17/1996,8/19/1996,COLLISION,EUTHANIZED,,
MIKI,,,444-96-122,MURPHY-DNR,8/19/1996,8/23/1996,COLLISION,DIED,FX,
OSPR,,,445-96-123,DODD-DNR,8/19/1996,8/28/1996,UNKNOWN,RELEASED,,
BDOW,,,446-96-124,PUSSER,8/20/1996,9/8/1996,HBC,EUTHANIZED,,
RTHA,,,447-96-125,MCKNIGHT,8/20/1996,8/20/1996,COLLISION,EUTHANIZED,,
RTHA,,,448-96-126,CHAPPELEAR-DNR,8/22/1996,8/25/1996,EMACIATION,DIED,,
BDOW,,,449-96-127,PRICE,8/22/1996,2/26/1997,HBC,RELEASED,,
BDOW,,,450-96-128,COASTAL VET,8/30/1996,8/31/1996,HBC,EUTHANIZED,,
BDOW,,,451-96-129,K.SIKES,9/2/1996,9/8/1996,HBC,EUTHANIZED,,
OSPR,,,452-96-130,CRAWFORD,9/10/1996,9/15/1996,UNKNOWN,DIED,,
OSPR,,,453-96-131,GOOLD,9/14/1996,12/2/1997,COLLISION,EUTHANIZED,,
BAEA,,,454-96-132,DAVIS,9/24/1996,,COLLISION,TRANSFERRED OUT,,
OSPR,,,455-96-133,JAMES,9/24/1996,10/13/1996,UNKNOWN,RELEASED,,
RTHA,,,456-96-134,HOPE - SCDNR,9/26/1996,12/2/1996,UNKNOWN,RELEASED,,
EASO,,,457-96-135,BERNARD,10/1/1996,10/4/1996,HBC,DIED,,
OSPR,,,458-96-136,COASTAL VC,10/11/1996,10/12/1996,UNKNOWN,DIED,,
BDOW,,,459-96-137,DAVIS,10/15/1996,5/9/1997,HBC,RELEASED,,
RTHA,,,460-96-138,JACKSON,10/22/1996,4/15/1998,S HBC,EUTHANIZED,,
AMKE,,,461-96-139,JOHNSON,10/22/1996,12/24/1996,HBC,RELEASED,,
RTHA,,,462-96-140,STEROLL,11/4/1996,12/2/1996,UNKNOWN,RELEASED,,
COHA,,,463-96-141,CURRAN,11/7/1996,11/15/1996,COLLISION,RELEASED,,
BAEA,,,464-96-142,WILKINSON-DNR,11/13/1996,11/17/1996,HBC,DIED,,
RTHA,,,465-96-143,HOPE-DNR,11/13/1996,11/14/1996,UNKNOWN,DIED,"FX - RADIUS, L/EMACIATED",
OSPR,,,466-96-144,KOLB,11/13/1996,11/14/1996,UNKNOWN,DIED,,
BDOW,,,467-96-145,COKER-DNR,11/13/1996,1/11/1997,S HBC,RELEASED,,
MERL,,,468-96-146,VET-GUILLEAUX,11/14/1996,9/16/1997,COLLISION,EUTHANIZED,,
BDOW,,,469-96-147,DOT,11/19/1996,12/15/1996,HBC,RELEASED,,
BDOW,,,470-96-148,STAUBES,11/20/1996,1/11/1997,TRANSFER IN,RELEASED,,
RTHA,,,471-96-149,VET-GUILLEAUX,11/21/1996,12/1/1996,COLLISION,DIED,,
RTHA,,,472-96-150,MORELL,11/23/1996,12/24/1996,COLLISION,RELEASED,,
RTHA,,,473-96-151,PEARSON,11/25/1996,11/26/1996,UNKNOWN,DIED,,
AMKE,,,474-96-152,HOPE-DNR,11/25/1996,12/24/1996,GUNSHOT,RELEASED,,
BDOW,,,475-96-153,PAYTON,11/26/1996,11/26/1996,COLLISION,DIED,,
RTHA,,,476-96-154,MULLEN,11/26/1996,12/7/1996,HBC,DIED,,
TUVU,,,477-96-155,JOSEPH,11/30/1996,12/24/1996,GUNSHOT,RELEASED,,
BAEA,,,478-96-156,PEARSON,12/1/1996,12/4/1996,GUNSHOT,EUTHANIZED,,
BDOW,,,479-96-157,MURPHY-DNR,12/2/1996,1/12/1997,S HBC,RELEASED,,
EASO,,,480-96-158,MASTELLER,12/5/1996,12/14/1996,S HBC,ESCAPED,,
GHOW,,,481-96-159,BROOKGREEN,12/6/1996,4/14/1997,TRANSFER IN,RELEASED,,
RTHA,,,482-96-160,ARK VC,12/6/1996,1/7/1998,TRANSFER IN/GUNSHOT,RELEASED,"FX - WING, R",
RTHA,,,483-96-161,SMITH,12/8/1996,12/8/1996,UNKNOWN,EUTHANIZED,,
BDOW,,,484-96-162,GREEN,12/10/1996,1/12/1997,S COLLISION,RELEASED,,
BDOW,,,485-96-163,GARDNER,12/13/1996,1/21/1997,INFECTION,EUTHANIZED,,
BDOW,,,486-96-164,ARK VC,12/13/1996,1/13/1997,S HBC,RELEASED,,
EASO,,,487-96-165,HOPE-DNR,12/14/1996,12/15/1996,S COLLISION,EUTHANIZED,,
RTHA,,,488-96-166,RUDDY,12/14/1996,3/21/1997,HBC,RELEASED,,
EASO,,,489-96-167,AHVEC,12/15/1996,,COLLISION,NR/DIED,,
BDOW,,,490-96-168,DOMINICI,12/16/1996,12/24/1996,COLLISION,EUTHANIZED,,
GHOW,,,491-96-169,DOMINICI,12/16/1996,10/21/1997,TRAPPED/ENTANGLED,RELEASED,,
BDOW,,,492-96-170,WINGATE,12/17/1996,7/4/1997,HBC,RELEASED,,
BDOW,,,493-96-171,GIBBINS,12/17/1996,3/7/1997,COLLISION,RELEASED,,
RTHA,,,494-96-172,SEA ISLAND VC,12/19/1996,3/16/1997,HBC,RELEASED,,
BAEA,,,495-96-173,VET-GUILLEAUX,12/22/1996,12/26/1996,HBC,DIED,,
RTHA,,,496-96-174,TODD,12/23/1996,12/23/1996,GUNSHOT,EUTHANIZED,,
TUVU,,,498-96-175,ELLIS,12/23/1996,1/20/1997,GUNSHOT,RELEASED,,
BDOW,,,498-96-176,SECKINGER,12/24/1996,7/24/1997,S HBC,RELEASED,,
RSHA,,,499-96-177,QUATTLEBAUM,12/28/1996,4/21/1997,S COLLISION,RELEASED,,
EASO,,,500-96-178,MUNN,12/28/1996,1/13/1997,HBC,RELEASED,,
EASO,,,501-96-179,SHIFLET,12/29/1996,1/27/1997,HBC,EUTHANIZED,,
RTHA,,,502-96-180,AHVC,12/30/1996,12/30/1996,EMACIATION,DIED,EMACIATED,
EASO,,,503-97-001,NEXSEN,1/2/1997,2/22/1997,S HBC,EUTHANIZED,,
RTHA,,,504-97-002,CHAPPELL,1/3/1997,12/20/1997,S COLLISION,RELEASED,,
RTHA,,,505-97-003,"WAGGENER, DVM",1/4/1997,1/11/1997,HBC,DIED,,
RTHA,,,506-97-004,"WAGGENER, DVM",1/4/1997,1/6/1997,S COLLISION,DIED,,
RTHA,,,507-97-005,"WAGGENER, DVM",1/4/1997,3/26/1997,PROJECTILE,RELEASED,,
RTHA,,,508-97-006,HENNESSY,1/4/1997,1/9/1997,EMACIATION,DIED,,
EASO,,,509-97-007,LANGLEY,1/7/1997,3/3/1997,HBC,EUTHANIZED,,
BDOW,,,510-97-008,DODD (SCDNR),1/10/1997,1/10/1997,S HBC,EUTHANIZED,,
BDOW,,,511-97-009,"DALY, DVM",1/10/1997,1/16/1997,HBC,DIED,,
RTHA,,,512-97-010,HYMAN,1/12/1997,1/18/1997,GUNSHOT,DIED,,
BDOW,,,513-97-011,MATHER,1/13/1997,8/9/1997,HBC,RELEASED,,
OSPR,,,514-97-012,KING,1/14/1997,1/14/1997,EMACIATION,DIED,,
RTHA,,,515-97-013,"PFAFF, DVM",1/16/1997,1/24/1997,S COLLISION,EUTHANIZED,,
BAEA,,,516-97-014,"PARKER, DVM",1/17/1997,1/22/1997,UNKNOWN,RELEASED,,
RTHA,,,517-97-015,COWGILL,1/19/1997,4/22/1997,UNKNOWN,RELEASED,,
RTHA,,,518-97-016,UNKNOWN,1/21/1997,1/22/1997,UNKNOWN,DIED,,
BDOW,,,519-97-017,SUM. HUM. SOC.,1/21/1997,1/29/1997,UNKNOWN,EUTHANIZED,,
BDOW,,,520-97-018,NAVEC,1/22/1997,1/23/1997,S HBC,DIED,,
BDOW,,,521-97-019,BUNN,1/22/1997,1/22/1997,HBC,DIED,,
RTHA,,,522-97-020,MCBRIDE,1/22/1997,2/8/1997,UNKNOWN,EUTHANIZED,,
RTHA,,,523-97-021,ARK VC,1/22/1997,1/22/1997,S COLLISION,EUTHANIZED,,
RTHA,,,524-97-022,ARK VC,1/22/1997,1/25/1997,GUNSHOT,EUTHANIZED,,
BDOW,,,525-97-023,GANSER,1/22/1997,1/24/1997,S COLLISION,EUTHANIZED,,
COHA,,,526-97-024,JENNINGS,1/23/1997,2/17/1997,S COLLISION,DIED,,
BLVU,,,527-97-025,MCMANIS,1/24/1997,2/4/1997,GUNSHOT,DIED,,
RSHA,,,528-97-026,SHULER,1/24/1997,2/24/1997,GUNSHOT,EUTHANIZED,,
RTHA,,,529-97-027,NAVEC,1/26/1997,1/29/1997,S COLLISION,DIED,,
BAEA,,,530-97-028,SPINKS (SCDNR),1/27/1997,7/24/1997,S HBC,RELEASED,,
BDOW,,,531-97-029,BLACKENSHIP,1/27/1997,2/15/1997,S HBC,EUTHANIZED,,
EASO,,,532-97-030,MCGAHAN,1/27/1997,2/23/1997,HBC,RELEASED,,
BDOW,,,533-97-031,KINSEY,1/28/1997,1/30/1997,S HBC,DIED,,
RTHA,,,534-97-032,RATH,1/28/1997,4/16/1997,S COLLISION,RELEASED,,
BNOW,,,535-97-033,LOGAN,2/1/1997,2/2/1997,ORPHANED,DIED,,
EASO,,,536-97-034,FRENCH,2/1/1997,2/3/1997,S HBC,EUTHANIZED,,
BAEA,,,537-97-035,MAHAN (SCDNR),2/4/1997,8/18/1997,S COLLISION,RELEASED,,
SSHA,,,538-97-036,LUTHER,2/6/1997,2/7/1997,COLLISION,DIED,,
RTHA,,,539-97-037,CLARKEN,2/10/1997,4/29/1997,COLLISION,RELEASED,,
BDOW,,,540-97-038,"ROBERTS, DVM",2/11/1997,2/13/1997,S COLLISION,DIED,,
BLVU,,,541-97-039,GIBBS,2/11/1997,2/18/1997,GUNSHOT,EUTHANIZED,,
BDOW,,,542-97-040,POWELL,2/26/1997,3/16/1997,S HBC,EUTHANIZED,,
RTHA,,,543-97-041,WILSON,3/1/1997,7/5/1997,EMACIATION,RELEASED,,
GHOW,,,544-97-042,ELLIS,3/3/1997,6/22/1997,ORPHANED,RELEASED,,
GHOW,,,545-97-043,CAPUTO,3/3/1997,3/29/2000,ORPHANED,NR/ESCAPED,,
GHOW,,,546-97-044,CAPUTO,3/3/1997,5/8/1997,ORPHANED,RELEASED,,
RTHA,,,547-97-045,McCLARY,3/4/1997,3/4/1997,S COLLISION,EUTHANIZED,,
COHA,,,548-97-046,MARIGLIANO,3/5/1997,3/7/1997,TRAPPED/ENTANGLED,RELEASED,,
RSHA,,,549-97-047,ASKEW,3/9/1997,3/11/1997,S COLLISION,EUTHANIZED,,
GHOW,,,550-97-048,"GUILLEAUX, DVM",3/13/1997,5/29/1997,ORPHANED,RELEASED,,
BDOW,,,551-97-049,"GUILLEAUX, DVM",3/13/1997,2/8/1998,TRANSFER IN,RELEASED,,
GHOW,,,552-97-050,"GUILLEAUX, DVM",3/13/1997,4/20/1997,ORPHANED,RELEASED,,
GHOW,,,553-97-051,TUPPER,3/17/1997,4/20/1997,ORPHANED,RELEASED,,
BAEA,,,554-97-052,BALES/HOPE (SCDNR),3/18/1997,5/5/1997,UNKNOWN,RELEASED,,
RTHA,,,555-97-053,COKER (SCDNR),3/18/1997,7/5/1997,S COLLISION,EUTHANIZED,,
OSPR,,,556-97-054,SEA ISLAND VET,3/20/1997,4/5/1997,S COLLISION,DIED,,
RTHA,,,557-97-055,CARTER,3/21/1997,5/2/1997,COLLISION,RELEASED,,
BDOW,,,558-97-056,"WAGGENER, DVM",3/21/1997,3/23/1997,S COLLISION,DIED,,
EASO,,,559-97-057,POSTELL,3/22/1997,4/13/1997,S COLLISION,RELEASED,,
EASO,,,560-97-058,JOHNSON,3/25/1997,5/6/1997,S HBC,DIED,,
BDOW,,,561-97-059,NICHTER,3/31/1997,4/1/1997,ORPHANED,RELEASED,,
BDOW,,,562-97-060,JONES,4/1/1997,4/2/1997,S HBC,EUTHANIZED,,
SSHA,,,563-97-061,SCDNR,4/1/1997,4/6/1997,S COLLISION,DIED,,
GHOW,,,564-97-062,LADY'S ISL. VET,4/2/1997,5/29/1997,ORPHANED,RELEASED,,
GHOW,,,565-97-063,LADY'S ISL. VET,4/2/1997,5/18/1997,ORPHANED,RELEASED,,
GHOW,,,566-97-064,CHAPMAN,4/3/1997,6/8/1997,ORPHANED,RELEASED,,
BLVU,,,567-97-065,ADAMS,4/3/1997,4/8/1997,HBC,EUTHANIZED,,
GHOW,,,568-97-066,STAGGS,4/4/1997,5/18/1997,ORPHANED,RELEASED,,
GHOW,,,569-97-067,SUTTON,4/4/1997,6/22/1997,ORPHANED,RELEASED,,
BDOW,,,570-97-068,WEDFORD,4/6/1997,4/20/1997,ORPHANED,RELEASED,,
BDOW,,,571-97-069,YOUNG,4/6/1997,5/19/1997,S COLLISION,RELEASED,,
GHOW,,,572-97-070,LADY'S ISL. VET,4/11/1997,5/19/1997,ORPHANED,RELEASED,,
RTHA,,,573-97-071,SEA ISLAND VET,4/11/1997,6/1/1997,HBC,RELEASED,,
BLVU,,,574-97-072,WILLIAMS,4/13/1997,5/2/1997,S COLLISION,RELEASED,,
TUVU,,,575-97-073,YOUNGMAN,4/15/1997,4/16/1997,S COLLISION,DIED,,
